Cymbosphaeridium sp,Nd,,Nd,"  Lister,T.R.         The acritarchs and chitinozoa from the Wenlockian and Ludlowvian series of the Ludlovian and Millichope areas, Shrophire.",1970,"Lister,T.R.
","Lister,T.R.                   (1970)
                  The acritarchs and chitinozoa from the Wenlockian and Ludlowvian series of the Ludlovian and Millichope areas, Shrophire.                   Palaeontographical Society Monographs (London)  
                   Vol. 124                    # 1                  P.     1-  100"
Cymbosphaeridium sp,Silurian,,Libya,"  Richardson,J.B. et al.         Silurian palynomorphs from the Tanezzuft and Acacus Formations, Tripolitania, North Africa.",1973,"Richardson,J.B.;Ioannides,N.S.
","Richardson,J.B. et al.                   (1973)
                  Silurian palynomorphs from the Tanezzuft and Acacus Formations, Tripolitania, North Africa.                   Micropaleontology  
                   Vol. 19                    # 3                  P.   257-  307"
Cymbosphaeridium sp,Late Famennian,,Poland,"  Gгrka,H.         Acritarchs from calcareous concretions in the Upper Famennian of Lagow (Holy Cross Mountains Poland).",1974,"Gгrka,H.
","Gгrka,H.                   (1974)
                  Acritarchs from calcareous concretions in the Upper Famennian of Lagow (Holy Cross Mountains Poland).  [ Les Acritarches de Concretions Calcaires de Famennien Superieur de Lagow (Monts de Sainte Croix,Pologne). ]                   Acta Palaeontologica Polonica  
                   Vol. 19                    # 2                  P.   225-  250"
Cymbosphaeridium sp,Late Famennian,Tournaisian,Poland,"  Turnau,E.         Microflora of the Famennian and Tournaisian deposits from boreholes of northern Poland.",1975,"Turnau,E.
","Turnau,E.                   (1975)
                  Microflora of the Famennian and Tournaisian deposits from boreholes of northern Poland.                   Acta Geologica Polonica  
                   Vol. 25                    # 4                  P.   505-  528"
Cymbosphaeridium sp,Siegenian,,Belgium,"  Vanguestaine,M.         Reworked acritarchs in the Siegenian and Emsian (Lower Devonian), from Dinant Synclinorium, (Belgium).",1979,"Vanguestaine,M.
","Vanguestaine,M.                   (1979)
                  Reworked acritarchs in the Siegenian and Emsian (Lower Devonian), from Dinant Synclinorium, (Belgium).  [ Remaniements d'Acritarches dans le Siegenien et l'Emsien(Devonien Inferieur), du Synclinorium de Dinant(Belgique). ]                   Annales de la Soci©t© G©ologique de Belgique  
                   Vol. 101                                     P.   243-  367"
Cymbosphaeridium sp,Late Telychian,Early Sheinwoodian,England(Shropshire),"  Mabillard,J.E. et al.         Microfossil distribution across the Base of the Wenlockian series in the type area",1985,"Mabillard,J.E.;Aldridge,R.J.
","Mabillard,J.E. et al.                   (1985)
                  Microfossil distribution across the Base of the Wenlockian series in the type area                   Palaeontology  
                   Vol. 28                    # 1                  P.    89-  100"
Cymbosphaeridium sp,Late Gedinnian,Siegenian,France(Ardennes),"  Steemans,P.         The study of palynostratigraphy of the Devonian of western Europe.",1986,"Steemans,P.
","Steemans,P.                   (1986)
                  The study of palynostratigraphy of the Devonian of western Europe.  [ Etude palynostratigraphique du Devonien inferieur dans l'ouest de l'Europe ]                   PhD Thesis, Universit© de LiЁge  
                                                      P.     1-  506"
Cymbosphaeridium sp,Early Gedinnian,,France,"  Steemans,P.         The study of palynostratigraphy of the Devonian of western Europe.",1986,"Steemans,P.
","Steemans,P.                   (1986)
                  The study of palynostratigraphy of the Devonian of western Europe.  [ Etude palynostratigraphique du Devonien inferieur dans l'ouest de l'Europe ]                   PhD Thesis, Universit© de LiЁge  
                                                      P.     1-  506"
Cymbosphaeridium sp,Late Gedinnian,,Romania,"  Steemans,P.         The study of palynostratigraphy of the Devonian of western Europe.",1986,"Steemans,P.
","Steemans,P.                   (1986)
                  The study of palynostratigraphy of the Devonian of western Europe.  [ Etude palynostratigraphique du Devonien inferieur dans l'ouest de l'Europe ]                   PhD Thesis, Universit© de LiЁge  
                                                      P.     1-  506"
Cymbosphaeridium sp,Namurian,Westphalian,North Sea,"  Butterworth,M.A. et al.         Miospores from the Westphalian A and B of northern England",1988,"Butterworth,M.A.;Mahdi,S.A.;Nader,A.D.
","Butterworth,M.A. et al.                   (1988)
                  Miospores from the Westphalian A and B of northern England                   Pollen et Spores  
                   Vol. 30                    # 1                  P.    57-   80"
Cymbosphaeridium sp,Aeronian,,Libya,"  Hill,P.J. et al.         Biostratigraphy, palynofacies and provincialism of Late Ordovician-Early Silurian acritarchs from northeastern Libya. (In: The Subsurface Palynostratigraphy of Northeast Libya. Special Publication of the University of Garryounis, Libya. E.Arnauti et al, editors)",1989,"Hill,P.J.;Molyneux,S.G.
","Hill,P.J. et al.                   (1989)
                  Biostratigraphy, palynofacies and provincialism of Late Ordovician-Early Silurian acritarchs from northeastern Libya. (In: The Subsurface Palynostratigraphy of Northeast Libya. Special Publication of the University of Garryounis, Libya. E.Arnauti et al, editors)                   The Subsurface Palynostratigraphy of Northeast Libya. Special Publication of the University of Garryounis, Libya. (E.Arnauti et al,editors)  
                                                      P.    27-   43"
Cymbosphaeridium sp,Late Wenlockian,,Czechoslovakia,"  Dufka,P.         Late Wenlock acritarchs from the Prague Basin (Barrandian area, Bohemia).",1991,"Dufka,P.
","Dufka,P.                   (1991)
                  Late Wenlock acritarchs from the Prague Basin (Barrandian area, Bohemia).                   Vestnik Ustredniho љstavu Geologickeho,(Bulletin of the Geological Survey of Prague)  
                   Vol. 66                    # 2                  P.   101-  104"
Cymbosphaeridium sp,Ludlovian,Gedinnian,Libya,"  Tekbali,A.O. et al.         Silurian spores, acritarchs and chitinozoans from the Bani Walid Borehole of the Ghadamis Basin, Northwest Libya. (In: The Geology of Libya. M.J.Salem et al, editors)",1991,"Tekbali,A.O.;Wood,G.D.
","Tekbali,A.O. et al.                   (1991)
                  Silurian spores, acritarchs and chitinozoans from the Bani Walid Borehole of the Ghadamis Basin, Northwest Libya. (In: The Geology of Libya. M.J.Salem et al, editors)                   The Geology of Libya. Third Symposium on the Geology of Libya. (M.J.Salem, O.S.Hammuda and B.A.Eliagoubi,editors). Amsterdam; New York: Elsevier  
                   Vol. 4                                     P.  1243- 1273"
Cymbosphaeridium sp,Late Aeronian,Early Telychian,Saudi Arabia,"  Le H©riss©,A. et al.         Stratigraphic and paleogeographical significance of Silurian acritarchs from Saudi Arabia. (In: Palaeozoic Palynostratigraphy of the Kingdom of Saudi Arabia. B.Owens et al, editors)",1995,"Le H©riss©,A.;Al-Tayyar,H.;Eem,H.Van der
","Le H©riss©,A. et al.                   (1995)
                  Stratigraphic and paleogeographical significance of Silurian acritarchs from Saudi Arabia. (In: Palaeozoic Palynostratigraphy of the Kingdom of Saudi Arabia. B.Owens et al, editors)                   Review of Palaeobotany and Palynology  
                   Vol. 89                    # 1                  P.    49-   74"
